derivation,example,explanation,pinyin,word,abbreviation,pinyin_r,first,last
《晋书·殷顗传》顗见江绩亦以正直为仲堪所斥，知仲堪当逐异己，树置所亲。”,明年诸葛恪被杀后，孙峻、孙林兄弟相继专权，更加残暴，～，淫污宫廷。（吕振羽《简明中国通史》第十章）,排挤、清除和自己意见不同或不属于自己集团派系的人。,pái chú yì jǐ,排除异己,pcyj,pai chu yi ji,pai,ji
《资治通鉴·齐纪高宗建武二年》昔世祖以回山倒海之威，步骑数十万，南临瓜步，诸郡尽降。”宋·杨万里《六月二十四日病起喜雨》病势初来敌颇强，排山倒海也难当。”,这种～的巨潮，是任何顽固势力所不能抵挡得住的。★邹韬奋《抗战以来·自动奋发的千万青年》,推开高山，翻倒大海。形容力量强盛，声势浩大。,pái shān dǎo hǎi,排山倒海,psdh,pai shan dao hai,pai,hai
无,无,排除忧愁，解除困难。,pái yōu jiě nán,排忧解难,pyjn,pai you jie nan,pai,
《后汉书·虞诩传》志不求易，事不避难，臣之职也；不遇盘根错节，何以别利器乎？”,莫谓乡村阻力多，～须能手。★徐特立《毕业歌》,盘盘曲；错交错；节枝节。树木的根枝盘旋交错。比喻事情纷难复杂。,pán gēn cuò jié,盘根错节,pgcj,pan gen cuo jie,pan,jie
清·李宝嘉《文明小史》第五回须晓得柳知府于这交涉上头，本是何等通融、何等迁就；何以如今判若两人？”,他与另三人作一献上之报告，毁左翼惟恐不至，和先前之激昂慷慨～。(《鲁迅书信集·致郑振铎》),形容某人前后的言行明显不一致，象两个人一样。,pàn ruò liǎng rén,判若两人,prlr,pan ruo liang ren,pan,ren
《诗·小雅·渐渐之石》月离于毕，俾滂沱矣。”,只见～，一似瓢泼盆倾，下有半个时辰。★明·许仲琳《封神演义》第十回,滂沱大雨的样子。形容雨下得很大。,páng tuó dà yǔ,滂沱大雨,ptdy,pang tuo da yu,pang,yu
唐·柳宗元《黔之驴》虎见之，庞然大物也，以为神，蔽林间窥之。”,这家伙看上去像个～，其实一点能耐也没有。,庞然高大的样子。指高大笨重的东西。现也用来形容表面上很强大但实际上很虚弱的事物。,páng rán dà wù,庞然大物,prdw,pang ran da wu,pang,wu
《旧唐书·元行冲传》当局称迷，傍观见审。”,俗话说～。”这几年姑娘冷眼看着，或有该添减的去处，二奶奶没行到，姑娘竟一添减。★清·曹雪芹《红楼梦》第五十五回,当事人被碰到的问题搞糊涂了，旁边观看的人却看得很清楚。,páng guān zhě qīng,旁观者清,pgzq,pang guan zhe qing,pang,qing
明·许仲琳《封神演义》第三十四回左道旁门乱似麻，只因昏主起波查。”,无,原指不正派的宗教派别。借指不正派的学术派别。现泛指不正派的东西。,páng mén zuǒ dào,旁门左道,pmzd,pang men zuo dao,pang,dao
清·吴趼人《二十年目睹之怪现状》第二十回只不过不应该这样旁敲侧击，应该要明亮亮的叫破了他。”,无,比喻说话、写文章不从正面直接点明，而是从侧面曲折地加以讽刺或抨击。,páng qiāo cè jī,旁敲侧击,pqcj,pang qiao ce ji,pang,ji
《史记·刺客列传》荆轲嗜酒，日与狗屠及高渐离饮于燕市，酒酣以往，高渐离击筑，荆柯和而歌市中，相乐也，已而相泣，旁若无人者。”,陈太尉初下船时，昂昂然，～，坐在中间。★明·施耐庵《水浒全传》第七十五回,身旁好象没有人。形容态度傲慢，不把别人放在眼里。,páng ruò wú rén,旁若无人,prwr,pang ruo wu ren,pang,ren
鲁迅《中国小说史略·清之人情小说》宝钗妙玉则从徐说，旁征博引，用罚甚勤。”,无,旁广泛；征寻求；博广博；引引证。指说话、写文章引用材料作为依据或例证。,páng zhēng bó yǐn,旁征博引,pzby,pang zheng bo yin,pang,yin
明·许仲琳《封神演义》第三回倘久后此城一破，使我妻女擒往朝歌，露面抛头，尸骸残暴，惹天下诸侯笑我为无谋之辈；不若先杀其妻妇，然后自刎，庶几不失丈夫之所为。”,却到这里来～，好不识羞！★叶圣陶《春光不是她的了》,抛暴露。露出头和面孔。原指妇女出现在大庭广众之中。现指公开露面。,pāo tóu lù miàn,抛头露面,ptlm,pao tou lu mian,pao,mian
宋·释道原《景德传灯录》卷十比来抛砖引玉，却引得个坠子。”,刚才婢子费了唇舌，说了许多书名，原是～，以为借此长长见识，不意竟是如此！★清·李汝珍《镜花缘》第十八回,抛出砖去，引回玉来。比喻用自己不成熟的意见或作品引出别人更好的意见或好作品。,pāo zhuān yǐn yù,抛砖引玉,pzyy,pao zhuan yin yu,pao,yu
老舍《老张的哲学》第三二一辆汽车碰在一株老树上，并没伤人……谁能刨根问底的要证据。”,你～，是啥意思？你既不是治安组长，又不是民兵队长！★柳青《创业史》第一部第九章,比喻追究底细。,páo gēn wèn dǐ,刨根问底,pgwd,pao gen wen di,pao,di
《庄子·养生主》庖丁为文惠君解牛，手之所触，肩之所倚，足之所履，膝之所踦，砉然响然，奏刀騞然，莫不中音。”,无,庖丁厨工；解肢解分割。比喻经过反复实践，掌握了事物的客观规律，做事得心应手，运用自如。,páo dīng jiě niú,庖丁解牛,pdjn,pao ding jie niu,pao,niu
明·吴承恩《西游记》第八十九回他父子并唐僧在城楼上点劄，旌旗蔽日，炮火连天。”,这不过演放两三响已经这样了，何况～，亲临大敌呢，自然也要逃走了。（清·吴趼人《二十年目睹之怪现状》第十六回）,形容炮火非常猛烈。,pào huǒ lián tiān,炮火连天,phlt,pao huo lian tian,pao,tian
毛泽东《星星之火，可以燎原》它是立于高山之巅远看东方已见光芒四射喷薄欲出的一轮朝日。”,无,喷薄涌起，上升的样子；欲将要。形容水涌起或太阳初升时涌上地平线的样子。,pēn bó yù chū,喷薄欲出,pbyc,pen bo yu chu,pen,chu
战国·楚·宋玉《九辩》私自怜兮何极，心怦怦兮谅直。”,我一见到她就～。,心怦怦地跳动。,pēng rán xīn dòng,怦然心动,prxd,peng ran xin dong,peng,dong
《魏书·封轨传》君子正其衣冠，尊其瞻视，何必蓬头垢面，然后为贤？”,穷人的孩子～的在街上转，富人的孩子妖形妖势娇声娇气的在家里转。★鲁迅《热风·随感录二十五》,头发蓬乱，脸上很脏。旧时形容贫苦人生活生活条件很坏的样子。也泛指没有修饰。,péng tóu gòu miàn,蓬头垢面,ptgm,peng tou gou mian,peng,mian
无,听了他讲的笑话，大家都～。,用手捂住肚子大笑。形容遇到极可笑之事，笑得不能抑制。,pěng fù dà xiào,捧腹大笑,pfdx,peng fu da xiao,peng,xiao
唐·黄滔《启裴侍郎》沾巾堕睫，沥胆披肝，不在他门，誓于死节。”宋·司马光《体要疏》虽访问所不及，犹将披肝沥胆，以效其区区之忠。”,我每遇着我所敬爱而知心的人，就喜欢～地畅谈。★邹韬奋《经历·初出茅庐》,披披露；沥往下滴。比喻真心相见，倾吐心里话。也形容非常忠诚。,pī gān lì dǎn,披肝沥胆,pgld,pi gan li dan,pi,dan
《后汉书·冯异传》为吾披荆棘，定关中。”,这却正见出他是在开辟着一条新的道路；而那～，也正是一个斗士的工作。★朱自清《闻一多先生怎样走着中国文学的道路》,劈开丛生多刺的野生植物。比喻在创业过程中或前进道路上清除障碍，克服重重困难。,pī jīng zhǎn jí,披荆斩棘,pjzj,pi jing zhan ji,pi,ji
元·无名氏《冤家债主》第二折你也想着一家儿披麻带孝为何由，故来这灵堂里寻斗殴。”,我如今教他～，与亲儿一般行礼，一应殡殓之费，都要他支持。★明·冯梦龙《喻世明言·蒋兴歌重会珍珠衫》,指长辈去世，子孙身披麻布服，头上戴白，表示哀悼。,pī má dài xiào,披麻戴孝,pmdx,pi ma dai xiao,pi,xiao
明·施耐庵《水浒全传》第二十二回那张三又挑唆阎婆去厅上披头散发来告道‘宋江实是宋清隐藏在家，不令出官。相公如何不与老身做主去拿宋江。’”,无,头发长而散乱。形容仪容不整。,pī tóu sàn fà,披头散发,ptsf,pi tou san fa,pi,fa
元·无名氏《冤家债主》第一的这大的孩儿披星戴月，早起晚眠。”,经过二十多天～的风尘奔波，到襄阳后一定要休息几天。★姚雪垠《李自成》第二卷第二十章,身披星星，头戴月亮。形容连夜奔波或早出晚归，十分辛苦。,pī xīng dài yuè,披星戴月,pxdy,pi xing dai yue,pi,yue
明·施耐庵《水浒全传》第十四回夺过士兵手里的棍棒，劈头劈脸便打。”,无,劈正对着，冲着；盖压。正对着头和脸盖下来。形容（打击、冲击、批评等）来势很猛。,pī tóu gài liǎn,劈头盖脸,ptgl,pi tou gai lian,pi,lian
元·关汉卿《包待制三勘蝴蝶梦》第二折浑身是口怎支吾，恰似个没嘴的葫芦，打的来皮开肉绽损肌肤。”,那两个举起大板，打的～，喊叫连声。（清·李汝珍《镜花缘》第五十一回）,绽裂开。皮肉都裂开了。形容伤势严重。多指受残酷拷打。,pí kāi ròu zhàn,皮开肉绽,pkrz,pi kai rou zhan,pi,zhan
刘操南《武松演义》第十回犯人一上梃棍，坐卧不得，只是局局促促地挤做一团，弄得疲惫不堪。”,这一趟出差弄得～。,疲惫极度疲乏；不堪不能忍受。形容非常疲乏。,pí bèi bù kān,疲惫不堪,pbbk,pi bei bu kan,pi,kan
《左传·成公七年》余必使尔罢于奔命以死。”,彼方支吾未暇，而吾率步兵乘高而进，声东击西，形此而出彼，乘卒初锐而用之，彼亦～矣。★宋·陈亮《酌古论·先主》,原指因受命奔走而搞得很累◇也指忙于奔走应付，弄得非常疲乏。,pí yú bēn mìng,疲于奔命,pybm,pi yu ben ming,pi,ming
清·顾炎武《日知录· 正始》保天下者，匹夫之贱，与有责焉耳矣。”,余深有味其言，～之说，今人以为常谈，不悟其所重者，乃在保持道德，而非政治经济之云云。★章炳麟《革命之道德》,国家大事每个人都有责任。,pǐ fū yǒu zé,匹夫有责,pfyz,pi fu you ze,pi,ze
汉·王符《潜夫论·明暗》君之所以明者，兼听也；其所以暗者，偏信也。”,他总是乐于听取大家的意见，从不～。,偏面地听了一方面的话就信以为真。多指处理事情的态度不公正。,piān tīng piāng xìn,偏听偏信,ptpx,pian ting piang xin,pian,xin
《诗经·小雅·四牡》翩翩者鵻，载飞载下。”,无,形容轻快地跳起舞来。,piān piān qǐ wǔ,翩翩起舞,ppqw,pian pian qi wu,pian,wu
《荀子·子道》耕耘树艺，手足胼胝以养其亲。”,侨胞的金钱不是容易得到的，是由于他们终年～，千辛万苦，省吃俭用，积蓄起来的。★邹韬奋《抗战以来·热烈爱国的千万侨胞》,胼、胝老茧。手脚上磨出老茧。形容经常地辛勤劳动。,pián shǒ zhī zú,胼手胝足,pszz,pian sho zhi zu,pian,zu
宋·苏轼《前赤壁赋》飘飘乎遗世独立，羽化而登仙。”,七古、近体，豪宕磊落，～。★清·归庄《顾天石诗序》,欲将要。飘飞上升，像要超脱尘世而成仙。多指人的感受轻松爽快。亦形容诗文、书法等的情致轻快飘逸。,piāo piāo yù xiān,飘飘欲仙,ppyx,piao piao yu xian,piao,xian
周立波《暴风骤雨》第一部十二西北悬天起了乌黑的云朵，不大一会，瓢泼大雨到来了，夹着炸雷和闪电，因为三天两头地下雨，道上黑泥总是不干的，出门的人们都是光着脚丫子，顺着道沿走。”,无,像用瓢泼水那样的大雨。形容雨下得非常大的样子。,piáo pō dà yǔ,瓢泼大雨,ppdy,piao po da yu,piao,yu
无,无,①不顾一切地斗争。②用尽全部精力。,pīn sǐ pīn huó,拼死拼活,psph,pin si pin huo,pin,huo
无,因为贫病交加，他过早地离开了人世。,贫穷和疾病一起压在身上。,pín bìng jiāo jiā,贫病交加,pbjj,pin bing jiao jia,pin,jia
无,张三失业已久，又无亲友可依靠，生活十分～。,生活贫困，精神失意颓丧。,pín kùn liáo dǎo,贫困潦倒,pkld,pin kun liao dao,pin,dao
郭澄清《大刀记》开篇十二他们指手划脚，品头论足。”,我们都应当投身到四化建设中大干一场，不应当站在一边～，徘徊观望。,指无聊的人随意议论妇女的容貌体态。现亦比喻在小节上一味挑剔。同品头题足”。,pǐn tóu lùn zú,品头论足,ptlz,pin tou lun zu,pin,zu
清·文康《儿女英雄传》第九回一定是一位品学兼优，阅历通达的老长辈。”,他是一名～的好学生。,兼都。思想品德和学业都很优秀。,pǐn xué jiān yōu,品学兼优,pxjy,pin xue jian you,pin,you
元·无名氏《昊天塔孟良盗骨》第二折哥哥将令，着兄弟巡界河去，平安无事，回哥哥的话来。”,我把选书的九十几两银子给了他，才买回这个东西来，而今幸得～。★清·吴敬梓《儒林外史》第十四回,平平安安，没出什么事故。,píng ān wú shì,平安无事,paws,ping an wu shi,ping,shi
梁斌《红旗谱》三十二眼看平白无故被他们拿去。不，这等于是他们砸明火、路劫！”,无,平白凭空；故缘故。指无缘无故。,píng bái wú gù,平白无故,pbwg,ping bai wu gu,ping,gu
《史记·范睢蔡泽列传》须贾顿首言死罪，曰‘贾不意君能自致于青云之上。’”,本图平步上青云，直为红颜滞此身。★元·关汉卿《谢天香》楔子,平平稳；步行走；青云高空。指人一下子升到很高的地位上去。,píng bù qīng yún,平步青云,pbqy,ping bu qing yun,ping,yun
郭沫若《涂家埠》八江西境内的风物，太平淡无奇了，这儿和长江沿岸所见到的别无二致。”,无,奇特殊的。指事物或诗文平平常常，没有吸引人的地方。,píng dàn wú qí,平淡无奇,pdwq,ping dan wu qi,ping,qi
《楚辞·九辩》皇天平分四时兮，窃独悲此廪秋。”宋·李朴《中秋》诗平分秋色一轮满，长伴云衢千里明。”,这场足球赛，两队势均力敌，～，最后以１１握手言和。,比喻双方各得一半，不分上下。,píng fēn qiū sè,平分秋色,pfqs,ping fen qiu se,ping,se
清·钱谦益《初学集》卷八十三吾读子瞻《司马温公行状》之类，平铺直序（叙），以为古今未有此体。”,这篇小说尽管大都是～，但读起来却令人潸然泪下。,铺铺陈；叙叙述。说话或写文章不加修饰，没有起伏，重点不突出。,píng pū zhí xù,平铺直叙,ppzx,ping pu zhi xu,ping,xu
清·吴敬梓《儒林外史》第三回若是家门口这些做田的，扒粪的，不过是平头百姓，你若同他拱手作揖，平起平坐，这就是坏了学校规矩，连我脸上都无光了。”,无,比喻彼此地位或权力平等。,píng qǐ píng zuò,平起平坐,pqpz,ping qi ping zuo,ping,zuo
清·纪昀《阅微草堂笔记·滦阳消夏录一》平心而论，王弻始变旧说，为宋学之萌芽。”,当前踧落，固是数之不偶，～，文亦未便登峰。★清·蒲松龄《聊斋志异·司文郎》,平心心情平和，不动感情；论评论。平心静气地给予客观评价。,píng xīn ér lùn,平心而论,pxel,ping xin er lun,ping,lun
清·曹雪芹《红楼梦》第七十四回且平心静气，暗暗访察，才能得这个实在；纵然访不着，外人也不能知道。”,希望你～地想一想，不要意气用事。,心情平和，态度冷静。,píng xīn jìng qì,平心静气,pxjq,ping xin jing qi,ping,qi
《史记·鲁周公世家》平易近民，民必归之。”,凡昌黎（韩愈）与东野（孟郊）联句，必字字争胜，与他人联句，则～。★清·赵翼《瓯北诗话》卷三,对人和蔼可亲，没有架子，使人容易接近。也指文字浅显，容易了解。,píng yì jìn rén,平易近人,pyjr,ping yi jin ren,ping,ren
清·黄小配《大马扁》第四回那全副精神又注在各妓，那个好颜色，那个好太度，评头品足，少不免要乱哦几句诗出来了。”,你应该多干点实事，不要总～。,原指轻浮地议论妇女的容貌。现也比喻任意挑剔。,píng tóu lùn zú,评头论足,ptlz,ping tou lun zu,ping,zu
清·黄小配《大马扁》第四回那全副精神又注在各妓，那个好颜色，那个好太度，评头品足，少不免要乱哦几句诗出来了。”,你应该多干点实事，不要总～。,原指轻浮地议论妇女的容貌。现也比喻任意挑剔。,píng tóu pǐn zú,评头品足,ptpz,ping tou pin zu,ping,zu
